fips	lat	lon	Am_Ind	Asian	Black_Hisp	White_Hisp	Black_non_Hisp	White_non_Hisp	Tot Active M.D.s Non-Fed & Fed	3-Yr Homicides&Legal Interventn	Births	Poor mental health days Value	Adult smoking Value	Adult obesity Value	Food environment index Value	Physical inactivity Value	Excessive drinking Value	Uninsured Value	Some college Value	Unemployment Value	Income inequality Value	Severe housing problems Value	Population living in a rural area Value	Food insecurity Value	Health care costs Value	Median household income Value	density	Female life expectancy, 2010 (years)
16079	47.347694	-115.885092	0.0148904654245	0.00280657987059	0.000155921103921	0.0196460590941	0.00116940827941	0.947298666875	0.000935526623528	0.0	0.00958914789117	3.7	0.176	0.309	6.7	0.28	0.15	0.175	0.465	0.1	4.686	0.131	0.56	0.195	8996.0	36577.0	4.9	78.9
16073	42.593063	-116.142655	0.0321876704855	0.00572831423895	0.00200036370249	0.214220767412	0.000545553737043	0.731132933261	9.09256228405e-05	9.09256228405e-05	0.0155482815057	4.1	0.207	0.321	7.2	0.29	0.144	0.311	0.335	0.033	4.645	0.179	0.773	0.146	7568.0	38478.0	1.5	80.2
16077	42.694126	-112.844407	0.0356808766537	0.00507817720166	0.00106908993719	0.232527061339	0.00120272617934	0.722571161299	0.000267272484298	0.0	0.0169718027529	4.0	0.196	0.314	7.7	0.235	0.149	0.251	0.415	0.048	2.754	0.168	0.426	0.123	7779.0	48048.0	5.6	80.5
16075	44.00274	-116.748655	0.00875526937509	0.0100523463195	0.000231620882939	0.125816463612	0.000972807708343	0.839440403947	0.000555890119053	4.63241765878e-05	0.0151016815676	3.6	0.18	0.323	6.9	0.237	0.151	0.223	0.529	0.056	4.097	0.147	0.427	0.153	7561.0	45533.0	55.6	79.9
06115	39.270026	-121.34428	0.0247249771781	0.077037335025	0.00393000263032	0.187572527115	0.0267518682985	0.635608299423	0.000789095016323	3.09449026009e-05	0.0194024539308	4.0	0.15	0.259	5.7	0.151	0.188	0.185	0.536	0.112	4.114	0.244	0.262	0.193	8513.0	41403.0	114.2	78.5
06111	34.358741	-119.133143	0.0117588213098	0.0618328467254	0.00367807907494	0.336049061112	0.0176896297977	0.544526193464	0.00209853591392	4.38761989171e-05	0.015356669621	3.3	0.112	0.206	8.6	0.167	0.185	0.181	0.617	0.067	4.427	0.253	0.031	0.104	9378.0	74967.0	446.7	82.9
06113	38.679268	-121.903178	0.0135438588879	0.11184396086	0.00326527955566	0.255380659999	0.0221789503374	0.559447614502	0.00357987459591	2.16962096722e-05	0.013104510642	3.7	0.124	0.202	7.4	0.142	0.178	0.169	0.686	0.077	5.785	0.246	0.069	0.16	6779.0	54509.0	197.9	82.1
13023	32.435403	-83.331717	8.30082178136e-05	0.0106250518801	0.000996098613763	0.0115381422761	0.247032456213	0.726072881215	0.000747073960322	8.30082178136e-05	0.012036191583	4.1	0.181	0.3	6.0	0.291	0.146	0.173	0.432	0.114	6.388	0.133	0.516	0.22	10797.0	40454.0	60.5	76.0
01087	32.387027	-85.692887	0.00125113249062	0.00504767246214	0.00517709996117	0.00280426247897	0.82799085379	0.152508736356	0.000819707493852	0.000172569998706	0.0108719099185	5.2	0.235	0.424	3.6	0.311	0.101	0.159	0.554	0.091	5.579	0.198	0.555	0.254	7607.0	28518.0	35.2	76.4
01003	30.659218	-87.746067	0.0050925010051	0.00348434279296	0.00105296073414	0.0201657934538	0.0995462696473	0.862221683333	0.00195276354331	5.10526416551e-05	0.0129354630794	4.2	0.186	0.267	7.6	0.252	0.151	0.175	0.623	0.061	4.495	0.147	0.423	0.137	9490.0	49626.0	114.6	80.3
01085	32.147888	-86.650586	0.000681302043906	0.00121120363361	0.00370931112793	0.00249810749432	0.723088569266	0.267070401211	0.000302800908403	0.000378501135503	0.0124148372445	5.2	0.231	0.464	2.8	0.308	0.098	0.153	0.462	0.129	5.578	0.248	1.0	0.256	8582.0	30675.0	15.8	76.4
19159	40.735334	-94.244251	0.00283875851628	0.00170325510977	0.0	0.00473126419379	0.00113550340651	0.988644965935	0.000189250567752	0.0	0.0149507948524	3.1	0.169	0.351	8.0	0.3	0.172	0.134	0.655	0.04	4.059	0.142	1.0	0.125	9314.0	42854.0	9.6	80.8
39109	40.053326	-84.228413	0.00207347440896	0.0101391906505	0.000218260464101	0.00943480460728	0.0198220185125	0.949075865353	0.00111114418088	1.98418603728e-05	0.0121928231991	3.9	0.189	0.315	7.6	0.269	0.177	0.12	0.593	0.053	3.996	0.127	0.308	0.146	10145.0	51868.0	252.1	80.9
19155	41.340184	-95.544905	0.00459455825003	0.00611860684029	0.00115424268233	0.0371710968667	0.00878569187324	0.932258281411	0.00109821148415	5.60311981711e-05	0.0142431305751	3.1	0.193	0.374	7.2	0.299	0.2	0.105	0.622	0.044	4.155	0.148	0.264	0.121	8525.0	51947.0	98.0	79.9
39105	39.089807	-82.028397	0.00176071459246	0.00201838014257	0.0	0.00511036674397	0.00910418277076	0.974534054797	0.000171777033411	4.29442583527e-05	0.011938503822	4.5	0.226	0.346	6.0	0.33	0.162	0.149	0.489	0.09	4.89	0.117	0.813	0.185	10352.0	38081.0	55.3	78.7
19157	41.684526	-92.522882	0.00273166631645	0.011136793444	0.00036772431183	0.0141311199832	0.00614624921202	0.959970582055	0.00157596133642	5.25320445472e-05	0.00856272326119	2.9	0.166	0.305	7.9	0.232	0.195	0.083	0.689	0.045	4.133	0.115	0.52	0.126	6937.0	52791.0	32.3	81.4
39107	40.535333	-84.632059	0.00231284236153	0.00413877054169	2.43457090688e-05	0.0124650030432	0.00175289105295	0.975069993914	0.000754716981132	0.0	0.014510042605	3.8	0.159	0.287	8.4	0.285	0.192	0.116	0.589	0.038	3.923	0.099	0.614	0.115	9011.0	52606.0	88.3	81.6
19151	42.734033	-94.678279	0.00221893491124	0.00271203155819	0.0	0.0106015779093	0.00283530571992	0.978180473373	0.000246548323471	0.0	0.00801282051282	3.0	0.168	0.305	7.6	0.312	0.177	0.095	0.659	0.036	4.58	0.083	1.0	0.118	8664.0	49625.0	12.7	82.0
39101	40.588208	-83.172927	0.00232242497361	0.00628864424672	0.000633388629166	0.0116272055497	0.0610616799879	0.911325591917	0.00170411702609	1.50806816468e-05	0.0107374453325	4.1	0.216	0.339	5.7	0.328	0.172	0.138	0.494	0.059	4.351	0.155	0.303	0.166	10622.0	42240.0	164.7	78.9
19153	41.684281	-93.56972	0.00311304630911	0.0296120900138	0.00147513632294	0.051103300236	0.0477817001709	0.852516887768	0.00235767477822	3.56067388297e-05	0.0167936640352	2.8	0.185	0.292	7.8	0.215	0.199	0.093	0.728	0.044	4.163	0.135	0.049	0.123	7799.0	61028.0	750.5	81.1
39103	41.116051	-81.899566	0.00189608485737	0.008553584085	0.000242311163881	0.0100862021966	0.0101528377666	0.961042422627	0.00141146252961	6.05777909703e-06	0.0121155581941	3.6	0.159	0.289	8.1	0.241	0.195	0.099	0.705	0.052	3.665	0.116	0.298	0.118	10099.0	68405.0	409.0	81.8
13025	31.197334	-81.982978	0.000321708917771	0.00115815210398	0.000257367134217	0.0104233689358	0.0440741217347	0.934371380775	0.000193025350663	6.43417835542e-05	0.0113241539055	4.0	0.186	0.346	7.0	0.27	0.154	0.242	0.392	0.092	4.617	0.085	0.994	0.16	11658.0	36865.0	41.6	78.4
40143	36.12012	-95.941731	0.0529405356779	0.0174225333305	0.0019906948632	0.0721956327704	0.110661901649	0.705227814206	0.00267944365965	9.13646362633e-05	0.0165211860535	4.0	0.182	0.302	6.5	0.287	0.143	0.198	0.641	0.043	4.666	0.159	0.048	0.169	9595.0	50507.0	1058.1	78.9
22009	31.085094	-91.993797	0.0107429551464	0.00276315476049	0.00157213977752	0.00845620637908	0.303422977061	0.668921655034	0.000619327791144	4.76405993187e-05	0.0149353278864	4.5	0.246	0.388	6.2	0.355	0.182	0.217	0.352	0.073	5.12	0.147	0.638	0.17	12872.0	34022.0	50.5	77.2
01121	33.369277	-86.175805	0.00208029697174	0.0032263288364	0.0019308145546	0.00809696426125	0.313639024876	0.664860420793	0.000847067030407	0.000112111812848	0.0127060054561	4.9	0.218	0.376	6.4	0.341	0.117	0.146	0.445	0.077	4.882	0.161	0.558	0.188	10385.0	39999.0	111.7	76.1
17013	39.164262	-90.666295	0.00327552986513	0.00173410404624	0.000963391136802	0.00520231213873	0.00019267822736	0.985934489403	0.000578034682081	0.0	0.0100192678227	3.4	0.145	0.304	7.9	0.303	0.198	0.131	0.677	0.083	3.858	0.111	1.0	0.126	8799.0	49689.0	20.0	79.2
22001	30.291497	-92.411037	0.00243374797188	0.00218023255814	0.000777447268794	0.00943077339102	0.183595862628	0.797863710114	0.000811249323959	5.07030827474e-05	0.0166644131963	4.2	0.227	0.319	7.9	0.378	0.189	0.194	0.431	0.057	5.415	0.136	0.517	0.143	11493.0	40269.0	94.3	76.1
22003	30.652744	-92.819605	0.0166095957807	0.00633683630496	0.00350297162199	0.0400283386468	0.242413508088	0.685126146338	0.000787184634156	7.87184634156e-05	0.0136576534026	3.9	0.228	0.346	6.1	0.338	0.195	0.194	0.425	0.072	4.878	0.085	0.694	0.148	11313.0	36852.0	33.8	79.4
22005	30.202946	-90.910023	0.00299435546785	0.00625258134092	0.00115873525768	0.0291748887155	0.197007939057	0.758317654077	0.000986645862971	4.58905052545e-05	0.0172204120967	3.6	0.188	0.323	7.6	0.276	0.213	0.145	0.624	0.054	4.433	0.134	0.132	0.109	10586.0	67299.0	369.7	80.0
01123	32.863369	-85.799553	0.00217811605198	0.00264310711926	0.00110129463302	0.00702381243729	0.261104720883	0.722596118548	0.00132155355963	9.78928562688e-05	0.0117716159663	4.7	0.208	0.365	6.7	0.322	0.126	0.16	0.472	0.077	4.836	0.165	0.742	0.179	10728.0	36779.0	58.1	78.5
22007	29.899884	-91.050528	0.00296978565895	0.0027545837996	0.00301282603082	0.0117500215202	0.317207540673	0.660196264096	0.000344322974951	8.60807437376e-05	0.0120513041233	4.0	0.214	0.333	6.6	0.293	0.18	0.194	0.433	0.076	5.254	0.128	0.45	0.146	9963.0	46317.0	69.2	78.6
06029	35.346629	-118.729506	0.0170171709447	0.0385128312599	0.00617408273298	0.400670344535	0.056541098407	0.45839808613	0.00143703578709	7.07631258794e-05	0.0191291780863	4.0	0.167	0.285	7.3	0.219	0.191	0.204	0.465	0.104	4.938	0.267	0.102	0.151	9685.0	47451.0	103.3	79.5
06021	39.602546	-122.4017	0.020809080326	0.0311044819558	0.00240104772992	0.313045692666	0.00596623981374	0.61193975553	0.000327415599534	3.63795110594e-05	0.0155704307334	4.1	0.147	0.283	7.2	0.167	0.176	0.225	0.482	0.107	5.375	0.211	0.409	0.155	7801.0	43755.0	21.4	79.9
01125	33.290202	-87.52286	0.00257324779778	0.00973046725393	0.00113701646879	0.0131115951743	0.299119111452	0.665956530065	0.00263309076982	5.38586748372e-05	0.0133150612792	4.5	0.204	0.327	6.5	0.282	0.154	0.152	0.621	0.06	5.052	0.182	0.255	0.175	9753.0	46892.0	147.3	77.9
06023	40.706673	-123.925818	0.0534820935353	0.0185250021396	0.000995884197341	0.0640322417509	0.00908744330073	0.8127737709	0.00214737530052	9.33641435007e-05	0.012028413821	4.1	0.152	0.245	6.3	0.141	0.198	0.208	0.657	0.068	4.775	0.26	0.298	0.189	7081.0	40581.0	37.7	79.2
06025	33.040816	-115.355395	0.0196526028547	0.0229783270361	0.00769442695214	0.719478117128	0.0345888434089	0.186555415617	0.000846190176322	4.59172963896e-05	0.0201445738875	4.2	0.144	0.25	6.5	0.217	0.165	0.215	0.519	0.236	5.553	0.28	0.174	0.174	8646.0	38737.0	41.8	82.9
06027	36.561977	-117.403927	0.0965248848937	0.0129357597018	0.00104143828108	0.141416356062	0.00180881385661	0.726375794782	0.00208287656216	5.48125411094e-05	0.0108528831397	3.8	0.13	0.229	6.8	0.161	0.182	0.182	0.502	0.07	4.858	0.198	0.464	0.148	7580.0	49267.0	1.8	81.2
27173	44.715736	-95.862756	0.0219281663516	0.00189035916824	0.00047258979206	0.0212665406427	0.000945179584121	0.951512287335	0.000945179584121	0.0	0.00907372400756	2.7	0.154	0.283	8.0	0.224	0.201	0.1	0.652	0.041	3.761	0.088	0.808	0.096	9577.0	51028.0	13.8	82.5
27171	45.175091	-93.966396	0.00350831236142	0.00914032313896	0.000261953989653	0.0149500884095	0.00501454780193	0.957076967695	0.000682951473023	0.0	0.0177660937982	2.6	0.163	0.284	9.1	0.188	0.241	0.074	0.77	0.041	3.49	0.112	0.325	0.081	8177.0	76489.0	188.5	81.8
51600	38.853183	-77.299025	0.00394343214577	0.138971988034	0.00702565497235	0.123379566676	0.0533496509836	0.658507841537	0.00571117759043	9.06536125465e-05	0.0071163085849	2.7	0.132	0.227	9.7	0.19	0.166	0.137	0.815	0.041	4.363	0.158	0.0	0.062	-1.0	94067.0	3616.6	81.3
21101	37.792542	-87.572577	0.00165103685114	0.00361026724783	0.000858539162594	0.0125478800687	0.0716109716902	0.901840355743	0.00136485713028	2.20138246819e-05	0.0132743362832	4.1	0.246	0.319	7.3	0.292	0.115	0.152	0.563	0.061	5.349	0.138	0.382	0.159	10618.0	43040.0	105.9	77.3
21103	38.451561	-85.120079	0.00285333840593	0.0041848963287	0.00133155792277	0.0225096696468	0.0343034683914	0.92809587217	0.000760890241583	6.34075201319e-05	0.0141398769894	4.1	0.243	0.315	7.5	0.331	0.117	0.178	0.41	0.059	4.803	0.146	1.0	0.151	10188.0	43799.0	53.9	78.3
21105	36.675916	-88.97202	0.00290023201856	0.000580046403712	0.000386697602475	0.00908739365816	0.0970610982212	0.881477184841	0.000193348801237	0.0	0.0102474864656	4.2	0.219	0.345	7.6	0.318	0.104	0.188	0.594	0.062	3.785	0.114	1.0	0.155	10634.0	41588.0	20.2	77.9
21107	37.31107	-87.542196	0.00239224229997	0.00489128113119	0.000277670981247	0.0112349950874	0.0621982997992	0.909628775257	0.00294758426246	8.54372249989e-05	0.0125592720748	4.0	0.208	0.347	7.0	0.294	0.115	0.163	0.531	0.064	4.633	0.14	0.471	0.158	9108.0	42477.0	86.6	77.2
21109	37.40332	-84.020686	0.0021289091176	0.0	0.0	0.00484510350903	0.00124798120687	0.987887241227	0.000220231977683	7.34106592277e-05	0.0151960064601	4.9	0.282	0.412	6.4	0.339	0.103	0.208	0.403	0.115	5.754	0.179	1.0	0.218	10325.0	29090.0	39.1	76.2
32013	41.407914	-118.127591	0.0485408157225	0.00668916119103	0.000236784466939	0.184455099745	0.00627478837388	0.739773870834	0.000473568933878	5.91961167347e-05	0.0130823417984	3.5	0.166	0.247	7.9	0.205	0.221	0.22	0.495	0.061	4.336	0.115	0.379	0.104	6830.0	67423.0	1.7	79.2
51840	39.173869	-78.176356	0.00343032406473	0.0165462690181	0.00129141611849	0.0906412688163	0.10266758142	0.769885790387	0.00903991282941	4.03567537027e-05	0.0165462690181	3.5	0.2	0.265	7.4	0.244	0.161	0.191	0.561	0.05	4.856	0.202	0.0	0.134	8075.0	44537.0	2838.1	78.8
32015	39.90021	-117.04724	0.044014084507	0.00410798122066	0.00136932707355	0.167644757433	0.00352112676056	0.774256651017	0.000586854460094	0.0	0.014475743349	3.7	0.17	0.285	8.9	0.223	0.2	0.198	0.573	0.065	4.325	0.073	0.39	0.081	7578.0	74347.0	1.1	79.6
32019	39.022214	-119.197417	0.0238029146426	0.0088827203331	0.00231320842008	0.112977099237	0.00848947490169	0.819685403655	0.00030071709461	2.31320842008e-05	0.0127689104788	3.8	0.174	0.299	6.2	0.276	0.178	0.241	0.565	0.101	3.69	0.184	0.369	0.165	8248.0	48576.0	26.0	79.3
26157	43.487902	-83.436618	0.00610442314906	0.00344439518467	0.000255771919654	0.0230365242301	0.0119019199945	0.946884698019	0.000460389455376	1.70514613102e-05	0.010554854551	3.7	0.173	0.305	7.6	0.301	0.206	0.142	0.575	0.085	3.729	0.14	0.842	0.146	10808.0	43186.0	69.4	79.6
42055	39.926686	-77.724485	0.0013865820382	0.00687359117333	0.0014607308103	0.020902538854	0.0240464467908	0.936550895717	0.00129760351169	0.0	0.0131391624155	3.8	0.191	0.3	8.0	0.274	0.164	0.135	0.512	0.053	3.788	0.117	0.404	0.118	9084.0	50434.0	193.7	81.7
26155	42.951545	-84.146352	0.00430769230769	0.00278974358974	0.000150427350427	0.0183111111111	0.00288547008547	0.961900854701	0.000642735042735	1.36752136752e-05	0.0118290598291	3.6	0.17	0.322	7.2	0.207	0.2	0.126	0.625	0.074	4.108	0.15	0.55	0.145	9324.0	47882.0	133.1	79.4
42057	39.91075	-78.122617	0.00143432825627	0.00122942421966	0.000546410764292	0.00416638207773	0.00594221706168	0.983334471689	0.000341506727683	0.0	0.0116795300867	4.0	0.192	0.329	7.8	0.27	0.178	0.123	0.418	0.068	3.821	0.117	1.0	0.13	10072.0	48084.0	33.9	80.4
12019	29.987115	-81.858147	0.00481161112936	0.0235410051462	0.00308405416256	0.0471671715513	0.08059296568	0.823369466039	0.00205603610837	3.0414735331e-05	0.0135832207988	3.6	0.162	0.285	7.5	0.251	0.211	0.169	0.654	0.057	3.897	0.156	0.15	0.14	11311.0	58539.0	315.8	80.2
42051	39.914115	-79.644586	0.00128389094479	0.00282867951473	0.000377614983763	0.00368002965994	0.0377958270111	0.946735690109	0.000995530411738	4.1194361865e-05	0.00970127221921	4.4	0.225	0.362	7.0	0.34	0.163	0.125	0.467	0.076	4.659	0.118	0.479	0.154	10714.0	36902.0	172.8	78.5
26151	43.449155	-82.642815	0.00336843044526	0.00258766842152	8.92299455697e-05	0.0269697510485	0.0047068796288	0.954626572678	0.000624609618988	2.23074863924e-05	0.0103506736861	3.6	0.182	0.344	7.7	0.222	0.203	0.153	0.517	0.084	3.936	0.138	0.902	0.148	10117.0	42081.0	44.8	80.3
12015	26.868826	-81.940858	0.00240559013326	0.0106596917281	0.00274924586659	0.0373566510112	0.048398182443	0.892174831672	0.00195374648389	2.54559802462e-05	0.00743314623188	3.8	0.144	0.262	6.6	0.24	0.173	0.234	0.554	0.067	3.962	0.189	0.089	0.151	10680.0	43242.0	235.2	82.6
12017	28.843628	-82.524796	0.00397041352087	0.0107231824627	0.00114973364504	0.0300080481355	0.0264592036178	0.919196719427	0.00167094623079	5.36542367685e-05	0.00735829532825	4.0	0.16	0.271	6.5	0.281	0.167	0.215	0.489	0.085	4.204	0.151	0.345	0.161	10015.0	36383.0	242.8	80.0
12011	26.19352	-80.476658	0.0032093124766	0.0287208393902	0.00904784508229	0.196765842704	0.234515722611	0.513160631446	0.00233860412002	5.29946840064e-05	0.0140019932839	3.7	0.145	0.236	7.5	0.239	0.182	0.258	0.666	0.058	4.882	0.269	0.0	0.15	11643.0	51485.0	1444.9	81.9
42059	39.848983	-80.225694	0.00149502902848	0.00266613510079	0.000224254354272	0.00909475992326	0.0391448433957	0.943039394015	0.000573094460917	2.49171504747e-05	0.0110632148108	3.9	0.212	0.329	7.5	0.307	0.176	0.1	0.442	0.054	4.386	0.111	0.668	0.134	10520.0	49897.0	67.2	78.4
12013	30.388801	-85.197915	0.0133485020857	0.00553659461509	0.00326128175958	0.0367842244975	0.155176336746	0.777626090254	0.000606750094805	7.58437618506e-05	0.0122866894198	4.3	0.217	0.407	5.8	0.339	0.187	0.205	0.352	0.069	4.345	0.186	0.675	0.179	12870.0	35256.0	25.8	77.4
51115	37.425348	-76.268808	0.00227617602428	0.00249295469326	0.0	0.00910470409712	0.106980273141	0.878278777368	0.000541946672447	0.0	0.00704530674182	3.1	0.152	0.27	9.0	0.234	0.15	0.156	0.577	0.046	4.196	0.101	1.0	0.097	8817.0	58268.0	104.5	79.6
46009	42.986031	-97.885613	0.0346485645595	0.00127280441239	0.000424268137463	0.00466694951209	0.00989958987413	0.94823928723	0.000707113562438	0.0	0.00876820817423	2.5	0.166	0.328	5.4	0.266	0.196	0.141	0.449	0.028	4.576	0.073	1.0	0.118	9495.0	47987.0	12.5	82.5
51111	36.945757	-78.242313	0.00267481849446	0.00252197172335	0.0031333588078	0.0205578907146	0.378983568972	0.586778754299	0.00038211692778	7.6423385556e-05	0.0109285441345	3.5	0.201	0.274	7.5	0.282	0.141	0.19	0.429	0.06	4.635	0.184	1.0	0.165	8155.0	37548.0	29.9	77.6
51113	38.412059	-78.276961	0.00197959494442	0.00692858230547	0.000456829602558	0.0103548043247	0.109943657682	0.86538754378	0.00076138267093	7.6138267093e-05	0.0100502512563	3.4	0.182	0.312	8.8	0.257	0.146	0.172	0.512	0.04	4.527	0.137	1.0	0.103	8420.0	52513.0	41.5	80.7
51119	37.606828	-76.527958	0.00266946324721	0.00162074554295	0.000190675946229	0.012489274478	0.181237486891	0.800552960244	0.00133473162361	9.53379731147e-05	0.00772237582229	3.2	0.156	0.257	8.7	0.228	0.142	0.161	0.595	0.051	4.503	0.113	1.0	0.107	8088.0	48921.0	84.1	79.7
46005	44.418265	-98.279422	0.0127717899196	0.00498411313937	0.0	0.0152015450751	0.00865989657965	0.951217992648	0.00137063111333	0.0	0.0116503644633	2.6	0.167	0.315	7.5	0.263	0.166	0.156	0.545	0.031	4.287	0.108	0.274	0.13	6888.0	49583.0	13.8	81.3
17031	41.894294	-87.645455	0.00385601724697	0.053917421844	0.00516068897028	0.20856128175	0.25937985017	0.4577958124	0.00371149167842	0.000148279479415	0.014776331667	3.4	0.156	0.249	7.7	0.2	0.205	0.184	0.676	0.074	5.345	0.243	0.0	0.146	10413.0	55058.0	5495.1	81.0
17033	39.00373	-87.757172	0.0030908818984	0.00358941123685	0.000548382272297	0.0193429383319	0.0471110224837	0.922678099606	0.000548382272297	0.0	0.00957176329827	3.4	0.162	0.339	7.6	0.263	0.208	0.115	0.607	0.066	4.389	0.121	0.602	0.138	9007.0	45889.0	44.7	79.5
17035	39.273121	-88.240619	0.00216880534972	0.00198807157058	9.03668895717e-05	0.0054220133743	0.00243990601843	0.984727995662	0.000180733779143	0.0	0.0121995300922	3.5	0.162	0.296	8.1	0.261	0.204	0.115	0.594	0.061	4.031	0.098	1.0	0.135	9454.0	49567.0	31.9	80.8
05139	33.168219	-92.598145	0.00239937212692	0.00558358560377	0.00114362596704	0.0146428971858	0.327660051575	0.639847516538	0.00192846731696	4.48480771387e-05	0.0138580558359	4.3	0.229	0.355	5.2	0.391	0.133	0.178	0.562	0.076	5.088	0.174	0.545	0.219	9075.0	40841.0	40.1	76.0
05137	35.856989	-92.140494	0.00632478632479	8.54700854701e-05	8.54700854701e-05	0.00974358974359	0.00247863247863	0.965042735043	0.000769230769231	8.54700854701e-05	0.00991452991453	4.6	0.236	0.351	5.4	0.319	0.126	0.237	0.531	0.08	4.908	0.155	1.0	0.205	9894.0	30010.0	20.4	79.6
05135	36.173399	-91.471069	0.00691784346235	0.00194385684066	0.000285861300097	0.0126350694643	0.00771825510262	0.957921216626	0.000571722600194	0.0	0.0125778972043	4.5	0.225	0.334	5.9	0.292	0.13	0.232	0.42	0.087	4.301	0.163	0.801	0.198	9716.0	32101.0	28.6	78.9
05133	33.994608	-94.24329	0.0197890818859	0.00167493796526	0.00173697270471	0.249627791563	0.0447890818859	0.672022332506	0.000682382133995	6.20347394541e-05	0.0158188585608	4.5	0.234	0.398	5.7	0.332	0.131	0.297	0.374	0.07	3.941	0.144	0.636	0.156	12615.0	37014.0	30.2	77.3
05131	35.196981	-94.274989	0.0156979607084	0.0380350805698	0.00174893450835	0.0861392695227	0.0620786850729	0.770634880206	0.00309884026964	9.33897067563e-05	0.0161564192688	4.3	0.226	0.352	6.6	0.311	0.135	0.212	0.523	0.058	4.707	0.157	0.208	0.184	9726.0	39907.0	236.4	78.8
26023	41.918585	-85.066523	0.00518904487124	0.00529670140384	0.000904314873827	0.0333735251055	0.0320601154078	0.914951339247	0.000904314873827	2.15313065197e-05	0.0114546550685	3.8	0.185	0.351	7.3	0.262	0.208	0.142	0.481	0.066	4.029	0.164	0.627	0.144	9595.0	46371.0	89.4	79.6
05003	33.190835	-91.772267	0.00198421074851	0.00249081774813	0.00350403174737	0.0325494997256	0.275383121543	0.678642293241	0.000802127749398	8.44344999367e-05	0.0108920504918	4.5	0.244	0.398	5.2	0.337	0.128	0.173	0.513	0.094	4.719	0.099	0.517	0.217	11254.0	36176.0	23.6	77.7
26021	41.792639	-86.741822	0.00419310344828	0.0134314176245	0.00183295019157	0.0321103448276	0.153446743295	0.780977777778	0.00172873563218	4.90421455939e-05	0.0125915708812	3.8	0.17	0.366	6.7	0.284	0.19	0.149	0.613	0.067	4.738	0.149	0.329	0.161	9019.0	44145.0	276.2	79.9
05001	34.289573	-91.376547	0.00173869846001	0.00447093889717	0.00149031296572	0.00909090909091	0.238102334824	0.741530054645	0.000993541977149	9.93541977149e-05	0.0142076502732	4.2	0.224	0.34	6.0	0.371	0.139	0.18	0.476	0.054	4.288	0.104	0.347	0.195	8549.0	36409.0	19.2	77.5
26027	41.91624	-85.999457	0.00844264987152	0.00647205424934	0.000946658681246	0.0244006104983	0.0573211491277	0.884758795232	0.000270473908928	3.86391298468e-05	0.00873244334538	3.7	0.165	0.351	8.0	0.237	0.203	0.145	0.558	0.066	4.032	0.126	0.712	0.133	9462.0	48030.0	106.7	80.4
05007	36.337825	-94.256187	0.0160773492957	0.0155321658248	0.0022196755602	0.112797347516	0.00722089944147	0.829090544961	0.00120719197134	2.78154832106e-05	0.0167671732793	3.9	0.187	0.284	7.4	0.248	0.155	0.18	0.595	0.046	4.068	0.129	0.252	0.139	8984.0	57408.0	261.2	81.1
26025	42.24299	-85.012385	0.00642136524121	0.0130296907246	0.00169702373676	0.0320421091992	0.107221698893	0.820532549059	0.00144534648766	3.5953892728e-05	0.0128714935966	3.8	0.187	0.347	6.8	0.268	0.189	0.13	0.583	0.063	4.22	0.15	0.31	0.154	9664.0	45916.0	192.8	78.4
05005	36.28071	-92.330438	0.00529791347578	0.00333944309137	5.02171893439e-05	0.00956637457002	0.00271172822457	0.97049740126	0.00225977352048	0.0	0.00916463705526	4.2	0.201	0.29	6.8	0.316	0.13	0.189	0.607	0.068	4.174	0.137	0.658	0.174	8703.0	37873.0	74.9	79.7
12121	30.189244	-82.992754	0.00390117035111	0.00594464053502	0.00177808444574	0.0633741142751	0.115389718957	0.800589156339	0.000318462885805	2.6538573817e-05	0.0151004485019	4.3	0.205	0.331	6.4	0.292	0.183	0.24	0.366	0.062	4.498	0.164	0.832	0.178	9925.0	38177.0	60.3	78.6
26029	45.513164	-85.450392	0.0171010688168	0.00258766172886	7.5004687793e-05	0.0105756609788	0.00345021563848	0.953572098256	0.00135008438027	0.0	0.00990061878867	3.6	0.165	0.284	7.8	0.205	0.193	0.141	0.612	0.08	4.233	0.147	0.704	0.145	8434.0	47991.0	62.3	81.1
05009	36.304308	-93.079204	0.00748872436388	0.00448188806626	2.83663801662e-05	0.0139562590418	0.00351743114061	0.962017416957	0.00204237937197	0.0	0.012793237455	4.3	0.217	0.292	6.2	0.328	0.145	0.183	0.548	0.061	4.015	0.116	0.622	0.175	8428.0	39779.0	62.5	79.3
12125	30.05428	-82.366918	0.00647447693042	0.00374838138077	0.00395283854699	0.0344169563143	0.228174197506	0.718121720166	0.00109043821986	0.0	0.0108362298099	3.8	0.207	0.391	6.1	0.312	0.214	0.162	0.424	0.06	4.352	0.126	0.674	0.185	11889.0	40207.0	63.8	77.3
12127	29.057617	-81.161813	0.00360164622809	0.012507573067	0.00374370652015	0.0795871895043	0.095061315729	0.795126078509	0.00179664487016	5.01389266091e-05	0.0104017381495	4.0	0.191	0.275	6.6	0.256	0.189	0.24	0.574	0.067	4.364	0.196	0.099	0.162	10177.0	40881.0	449.2	80.5
