X1	X2	X3	X4	X5	X6	X7	X8	X9	X10
x01119	-0.460227608447549	-0.456606343997936	-0.458671942324284	-0.465792436500079	-0.480319295620937	-0.469676801310737	-0.446637287814747	-0.45805009361135	-0.460200494441096	-0.462088910420752
x12007	-0.152810632854642	-0.149688453450079	-0.14357310183862	-0.133390918753527	-0.140035668360405	-0.147676151431732	-0.16727224623284	-0.140311398691881	-0.145902314314625	-0.167701091140685
x48093	-0.0933126028188768	-0.0876776787271911	-0.150101936447921	-0.0853158535984015	-0.0946522550998711	-0.12532218105976	-0.0796678368372012	-0.100036240039078	-0.103282856551942	-0.0827608198465982
x13059	-0.289856899948869	-0.302934932067039	-0.296273021125258	-0.287837606674487	-0.29559358387908	-0.30139745900322	-0.289242603104746	-0.300953995166525	-0.295260472138609	-0.299992794613894
x51063	-0.135522201263929	-0.137270868057093	-0.135137688331189	-0.136425961999004	-0.139226491630076	-0.138684386352712	-0.140462827456336	-0.14304299188326	-0.145388540995467	-0.136445311027685
x45067	-0.171800614086377	-0.167324119620282	-0.166687583589457	-0.172956863500916	-0.167100574511629	-0.177589409187731	-0.159917370188561	-0.160217253601489	-0.163045514331476	-0.17627930788393
x17159	-0.197393061385296	-0.198371884756713	-0.201471423573409	-0.199084730927589	-0.194797781331203	-0.200776684561733	-0.193466313915066	-0.19753407990735	-0.192238633795623	-0.198061888723571
x48099	-0.743961979596277	-0.742564796750219	-0.757497237764681	-0.747405305958168	-0.751225528177194	-0.770748797795249	-0.761928577046558	-0.761698419556165	-0.748326041440904	-0.752272966683746
x13057	0.28149232794608	0.291110960561059	0.287932788793088	0.289504924177595	0.291990846659276	0.27503222073267	0.28584454593343	0.279782400514602	0.282419918848258	0.291073527292778
x13055	-0.505027578315086	-0.507901376103155	-0.497892218455497	-0.493456379760392	-0.496049452236245	-0.498748957716072	-0.505679246565414	-0.510065770681557	-0.512257455075145	-0.499774604563102
x01045	-0.0584779287341519	-0.0542805329138271	-0.0590051182633565	-0.0430581951677619	-0.0530738054775647	-0.0618438517040072	-0.0548397908347987	-0.0623136689998613	-0.0622721424264855	-0.0520941557860668
x37175	-0.206698690388853	-0.198070286842109	-0.19277849664956	-0.207622479919471	-0.198507286784979	-0.209495714880899	-0.192957710969569	-0.21216441944396	-0.206739282801981	-0.203252624994763
x37173	-0.181395096718198	-0.191225318303819	-0.176158571681215	-0.192573265543554	-0.182450574654898	-0.196310127970312	-0.184381873357256	-0.188720862862665	-0.178850776839592	-0.185812055829308
x37171	-0.346472548053545	-0.331554961902196	-0.306103185104626	-0.330085905015427	-0.329102551958828	-0.34996351319412	-0.346570470104706	-0.352338564415709	-0.345234567537044	-0.349902344201053
x37179	0.352508207724875	0.344556751717874	0.351147004909716	0.3552668513656	0.351410166887183	0.358260573829956	0.352930281546879	0.352658087148786	0.341712046151662	0.358608932234556
x54085	-0.117077156771182	-0.126807657033176	-0.122177869892081	-0.109234543224757	-0.109461668826046	-0.125451454392003	-0.119001458232459	-0.120425747645517	-0.109177376242723	-0.120122264999065
x08051	-0.132595870868227	-0.127753355550864	-0.126872555402163	-0.128213381354233	-0.132557514289066	-0.124897683196322	-0.127782106534318	-0.127264601284008	-0.129097904814772	-0.127050302038711
x54081	-0.0754271322634281	-0.0819182861272622	-0.0817018906316729	-0.0803971581650989	-0.0711576604975259	-0.0824784463836579	-0.0762874145201561	-0.0866009470884386	-0.082687225895736	-0.0809397639969475
x54083	-0.285713869718598	-0.297283652252252	-0.29558229373127	-0.282133602688101	-0.294729526804728	-0.293734783426458	-0.293694564875626	-0.288894293341927	-0.293591842552796	-0.291474394301086
x08059	0.0703168811912092	0.0558267964502352	0.052016134984376	0.0642176811949808	0.061773670477751	0.0743665572833889	0.07035391171957	0.0743827755627749	0.0682744382423726	0.0677457943855359
x54089	-0.0691627240230476	-0.0610968373291591	-0.0641472275402942	-0.0712195332750856	-0.0664510490841047	-0.069475160420963	-0.0609902475787763	-0.0624140837811235	-0.0587974378767588	-0.0718346057729228
x36001	0.298761651760012	0.294822060562391	0.294539570281447	0.278117964988815	0.283468710053649	0.302507770535377	0.310989577857869	0.283705419738691	0.290022263616242	0.288816546371018
x18149	-0.230831834365525	-0.238232497594794	-0.225613254658969	-0.226320456901047	-0.231624809207997	-0.230955076424628	-0.244773288666817	-0.233891763964993	-0.233095454673018	-0.221912439686945
x29023	-0.631281305532929	-0.645747555232032	-0.63703911701543	-0.636612074526377	-0.643653552030446	-0.643023477709254	-0.641176545183623	-0.647170574223992	-0.647872811430608	-0.648535877333642
x18141	0.0975578328232218	0.0928164451715466	0.0927147984036421	0.0995338713700388	0.0885050845197418	0.0873679657789371	0.0873970127933125	0.0812035074984477	0.0904999724296362	0.0865228651675708
x18143	-0.321002948725694	-0.371766460786813	-0.324388984258201	-0.304092307889796	-0.308933505113244	-0.308698917133922	-0.312924440132598	-0.328179832767649	-0.321914266869791	-0.320221640936412
x18145	-0.0625594547622366	-0.0590951404208599	-0.0604224191537256	-0.0616172769909908	-0.0649109476752849	-0.0626016125264749	-0.0727637334078155	-0.0653467082819729	-0.0624968618704336	-0.0710260884222218
x18147	0.0780953996018225	0.0804140314830414	0.0698840225796846	0.0759630534748615	0.0758746247830263	0.0762748034110702	0.0733670303878115	0.0710395714614198	0.0717906177638481	0.0690684199205883
x29021	-0.444605090119035	-0.442950727597401	-0.446853434824762	-0.447580352494325	-0.45808839065581	-0.442649071203499	-0.447727319544701	-0.453459633708976	-0.438869134190683	-0.448963185011503
x29027	-0.803347390254743	-0.80205397678439	-0.808443772281764	-0.795721513625143	-0.810995785992287	-0.800741605623808	-0.814539451908013	-0.816600473635536	-0.805595292589351	-0.820928278158918
x29109	-0.71753682638657	-0.741787477526127	-0.727575282999341	-0.716500308919602	-0.72517571356567	-0.742715076089406	-0.736136230404363	-0.753698513447025	-0.742728011255858	-0.739413895990887
x29101	-0.4374435660825	-0.444130702683316	-0.44537127557274	-0.441196217883761	-0.455202089468242	-0.427958153401576	-0.433999505239837	-0.462622563421474	-0.430371978046176	-0.449844346371757
x29105	-0.847362147042423	-0.853882022429214	-0.847491726914403	-0.839457262554141	-0.865149663871136	-0.864379002774232	-0.853759574750905	-0.861892925129327	-0.864392698502003	-0.849511137539184
x29107	-0.80296311716123	-0.803406714974743	-0.798595324243893	-0.797727910440477	-0.797448024955856	-0.803785490784669	-0.797952062118536	-0.824838917063027	-0.8081577255277	-0.800193292835181
x55111	-0.530274446454903	-0.531764257214503	-0.53193791305416	-0.533547266615464	-0.541499901170899	-0.532041876421643	-0.540537186562446	-0.531533584686135	-0.53367168920153	-0.537462316057334
x55113	-0.502073902465503	-0.498406799933757	-0.500114469276884	-0.49919503851139	-0.502121172004759	-0.496074345169422	-0.495890347553069	-0.505763362070598	-0.510370930885329	-0.510846937311896
x55115	-0.4118445564036	-0.429458714823023	-0.404277521028736	-0.404832102332748	-0.432087387844657	-0.41593226191672	-0.40283937465365	-0.434306288894528	-0.424096610849681	-0.430809209537608
x55117	-0.187546779204276	-0.160193872322829	-0.180316045765331	-0.159151749869062	-0.177775701139023	-0.151823973982691	-0.171206095524366	-0.169859434186249	-0.160990156482541	-0.162212107831353
x48303	0.252507908233929	0.24793499383097	0.249830550156679	0.243315171167257	0.249540495487256	0.236358170227037	0.236682204908036	0.247232917618496	0.242995067113343	0.244131057354136
x55119	-0.408739302186128	-0.411050926851049	-0.418824821288472	-0.416972999547706	-0.417599618202752	-0.41739777203595	-0.419427554042452	-0.409679923740768	-0.421675337479161	-0.412260281095577
x34041	1.00289203040677	0.999489835111357	1.01582774086428	0.992948749611082	1.00987222885696	1.01258725410247	0.958638647558807	1.00015411839237	0.997687221685648	0.960471895128154
